diseases,shortness of breath,sharp chest pain,dizziness,cough,skin swelling,leg pain,sharp abdominal pain,vomiting,headache,nausea
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,0,0,0,0,0
peripheral arterial disease,0,0,0,0,0,0,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,0,0,0,0,0
peripheral arterial disease,0,0,0,0,0,0,0,0,0,0
peripheral arterial disease,0,0,0,0,0,0,0,0,0,0
peripheral arterial disease,0,0,0,0,0,0,0,0,0,0
peripheral arterial disease,0,0,0,0,0,0,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,0,0,0,0,0
peripheral arterial disease,0,0,0,0,0,0,0,0,0,0
peripheral arterial disease,0,0,0,0,0,0,0,0,0,0
peripheral arterial disease,0,0,0,0,0,0,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,0,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,0,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,0,0,0,0,0
peripheral arterial disease,0,0,0,0,0,0,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial disease,0,0,0,0,0,0,0,0,0,0
peripheral arterial disease,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,0,0,0,0,0
peripheral arterial embolism,0,0,0,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,0,0,0,0,0
peripheral nerve disorder,0,0,0,0,0,1,0,0,0,0
peripheral nerve disorder,0,0,1,0,0,1,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,0,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,0,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,0,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,0,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,0,0,0,0,0,0
perirectal infection,0,0,0,0,0,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,0,0,0,0,0,0
perirectal infection,0,0,0,0,0,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,0,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
perirectal infection,0,0,0,0,1,0,0,0,0,0
peritonitis,1,0,0,0,0,0,1,0,0,0
peritonitis,1,0,0,0,0,0,1,1,0,0
peritonitis,1,0,0,0,0,0,0,0,0,0
peritonitis,1,0,0,0,0,0,0,1,0,0
peritonitis,1,0,0,0,0,0,1,0,0,0
peritonitis,0,0,0,0,0,0,0,0,0,0
peritonitis,1,0,0,0,0,0,1,1,0,0
peritonitis,1,0,0,0,0,0,0,0,0,1
peritonitis,1,0,0,0,0,0,1,1,0,1
peritonitis,1,0,0,0,0,0,1,0,0,1
peritonitis,0,0,0,0,0,0,1,1,0,0
peritonitis,1,0,0,0,0,0,1,1,0,0
peritonitis,0,0,0,0,0,0,0,0,0,0
peritonitis,1,0,0,0,0,0,0,0,0,0
peritonitis,0,0,0,0,0,0,1,1,0,0
peritonitis,1,0,0,0,0,0,0,1,0,0
peritonitis,1,0,0,0,0,0,0,1,0,0
peritonitis,1,0,0,0,0,0,1,1,0,1
peritonitis,1,0,0,0,0,0,0,0,0,0
peritonitis,1,0,0,0,0,0,1,1,0,0
peritonitis,1,0,0,0,0,0,0,1,0,1
peritonitis,1,0,0,0,0,0,0,1,0,0
peritonitis,1,0,0,0,0,0,1,0,0,1
peritonitis,1,0,0,0,0,0,0,0,0,1
peritonitis,1,0,0,0,0,0,1,1,0,0
peritonitis,1,0,0,0,0,0,1,1,0,0
peritonitis,0,0,0,0,0,0,0,1,0,1
peritonitis,1,0,0,0,0,0,1,1,0,0
peritonitis,0,0,0,0,0,0,1,0,0,1
peritonitis,1,0,0,0,0,0,1,0,0,0
peritonitis,0,0,0,0,0,0,1,0,0,0
peritonitis,1,0,0,0,0,0,1,1,0,0
peritonitis,1,0,0,0,0,0,0,1,0,0
peritonitis,0,0,0,0,0,0,1,0,0,1
peritonitis,1,0,0,0,0,0,0,0,0,0
peritonitis,1,0,0,0,0,0,1,1,0,1
peritonitis,0,0,0,0,0,0,0,0,0,1
peritonitis,0,0,0,0,0,0,1,1,0,0
peritonitis,0,0,0,0,0,0,1,0,0,0
peritonitis,1,0,0,0,0,0,0,0,0,1
peritonitis,1,0,0,0,0,0,1,0,0,0
peritonitis,1,0,0,0,0,0,0,0,0,0
peritonitis,0,0,0,0,0,0,1,1,0,1
peritonitis,1,0,0,0,0,0,0,1,0,1
peritonitis,0,0,0,0,0,0,0,0,0,0
peritonitis,1,0,0,0,0,0,1,1,0,0
peritonitis,0,0,0,0,0,0,1,0,0,0
peritonitis,1,0,0,0,0,0,1,1,0,0
peritonitis,1,0,0,0,0,0,1,0,0,1
peritonitis,0,0,0,0,0,0,0,0,0,1
peritonsillar abscess,0,0,0,0,0,0,0,0,0,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,0,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,0,0
peritonsillar abscess,0,0,0,0,0,0,0,0,0,0
peritonsillar abscess,0,0,0,0,0,0,0,0,0,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,0,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,0,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,0,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,0,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,0,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,0,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,0,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,0,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,0,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,0,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
peritonsillar abscess,0,0,0,0,0,0,0,0,1,0
persistent vomiting of unknown cause,0,0,1,0,0,0,0,1,0,0
persistent vomiting of unknown cause,0,0,1,0,0,0,0,0,0,1
persistent vomiting of unknown cause,0,0,1,0,0,0,1,1,0,1
persistent vomiting of unknown cause,0,0,1,0,0,0,1,1,0,1
persistent vomiting of unknown cause,0,0,0,0,0,0,1,1,0,0
persistent vomiting of unknown cause,0,0,1,0,0,0,0,0,0,1
persistent vomiting of unknown cause,0,0,1,0,0,0,1,1,0,0
persistent vomiting of unknown cause,0,0,1,0,0,0,1,0,0,1
persistent vomiting of unknown cause,0,0,1,0,0,0,0,0,0,0
persistent vomiting of unknown cause,0,0,0,0,0,0,1,1,0,1
persistent vomiting of unknown cause,0,0,1,0,0,0,1,0,0,0
persistent vomiting of unknown cause,0,0,1,0,0,0,0,1,0,0
persistent vomiting of unknown cause,0,0,0,0,0,0,1,1,0,0
persistent vomiting of unknown cause,0,0,1,0,0,0,1,0,0,0
persistent vomiting of unknown cause,0,0,1,0,0,0,1,0,0,1
persistent vomiting of unknown cause,0,0,0,0,0,0,0,0,0,0
persistent vomiting of unknown cause,0,0,1,0,0,0,1,1,0,1
persistent vomiting of unknown cause,0,0,0,0,0,0,1,0,0,0
persistent vomiting of unknown cause,0,0,0,0,0,0,0,0,0,1
persistent vomiting of unknown cause,0,0,0,0,0,0,0,1,0,0
persistent vomiting of unknown cause,0,0,0,0,0,0,0,0,0,1
persistent vomiting of unknown cause,0,0,1,0,0,0,0,1,0,0
persistent vomiting of unknown cause,0,0,1,0,0,0,1,1,0,1
persistent vomiting of unknown cause,0,0,1,0,0,0,1,0,0,0
persistent vomiting of unknown cause,0,0,0,0,0,0,1,1,0,1
persistent vomiting of unknown cause,0,0,0,0,0,0,1,1,0,1
persistent vomiting of unknown cause,0,0,1,0,0,0,1,0,0,1
persistent vomiting of unknown cause,0,0,1,0,0,0,1,1,0,0
persistent vomiting of unknown cause,0,0,1,0,0,0,0,0,0,1
persistent vomiting of unknown cause,0,0,1,0,0,0,1,1,0,0
persistent vomiting of unknown cause,0,0,1,0,0,0,0,0,0,1
persistent vomiting of unknown cause,0,0,1,0,0,0,1,0,0,0
persistent vomiting of unknown cause,0,0,1,0,0,0,1,1,0,0
persistent vomiting of unknown cause,0,0,0,0,0,0,0,1,0,1
persistent vomiting of unknown cause,0,0,0,0,0,0,0,1,0,0
persistent vomiting of unknown cause,0,0,0,0,0,0,1,1,0,0
persistent vomiting of unknown cause,0,0,1,0,0,0,0,1,0,0
persistent vomiting of unknown cause,0,0,1,0,0,0,0,0,0,1
persistent vomiting of unknown cause,0,0,1,0,0,0,1,1,0,1
persistent vomiting of unknown cause,0,0,1,0,0,0,0,1,0,1
persistent vomiting of unknown cause,0,0,1,0,0,0,1,0,0,1
persistent vomiting of unknown cause,0,0,1,0,0,0,1,1,0,0
persistent vomiting of unknown cause,0,0,1,0,0,0,1,1,0,0
persistent vomiting of unknown cause,0,0,1,0,0,0,0,0,0,0
persistent vomiting of unknown cause,0,0,1,0,0,0,1,0,0,0
persistent vomiting of unknown cause,0,0,1,0,0,0,0,1,0,1
persistent vomiting of unknown cause,0,0,1,0,0,0,1,0,0,0
persistent vomiting of unknown cause,0,0,1,0,0,0,1,0,0,1
persistent vomiting of unknown cause,0,0,0,0,0,0,1,0,0,1
persistent vomiting of unknown cause,0,0,1,0,0,0,0,1,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
personality disorder,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
phimosis,0,0,0,0,0,0,0,0,0,0
pilonidal cyst,0,0,0,0,0,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,0,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,0,0,0,0,0,0
pilonidal cyst,0,0,0,0,0,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,0,0,0,0,0,0
pilonidal cyst,0,0,0,0,0,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,0,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,0,0,0,0,0,0
pilonidal cyst,0,0,0,0,0,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,0,0,0,0,0,0
pilonidal cyst,0,0,0,0,0,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,0,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,0,0,0,0,0,0
pilonidal cyst,0,0,0,0,0,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,0,0,0,0,0,0
pilonidal cyst,0,0,0,0,0,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,0,0,0,0,0,0
pilonidal cyst,0,0,0,0,1,0,0,0,0,0
pilonidal cyst,0,0,0,0,0,0,0,0,0,0
